Time,STATUS,FUEL_STATUS,ENGINE_LOAD,COOLANT_TEMP,SHORT_FUEL_TRIM_1,LONG_FUEL_TRIM_1,INTAKE_PRESSURE,RPM,SPEED,TIMING_ADVANCE,INTAKE_TEMP,THROTTLE_POS,O2_SENSORS,O2_B1S1,O2_B1S2,OBD_COMPLIANCE,RUN_TIME,PIDS_B,DISTANCE_W_MIL,EVAPORATIVE_PURGE,WARMUPS_SINCE_DTC_CLEAR,DISTANCE_SINCE_DTC_CLEAR,BAROMETRIC_PRESSURE,PIDS_C,CONTROL_MODULE_VOLTAGE,ABSOLUTE_LOAD,RELATIVE_THROTTLE_POS,THROTTLE_POS_B,ACCELERATOR_POS_D,ACCELERATOR_POS_E,THROTTLE_ACTUATOR
1725716518.321894,<obd.OBDResponse.Status object at 0x7f6188f16c10>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",19.607843137254903 percent,78 degree_Celsius,-0.78125 percent,1.5625 percent,27 kilopascal,782.5 revolutions_per_minute,0.0 kilometer_per_hour,12.5 degree,41 degree_Celsius,14.901960784313726 percent,"((), (False, False, False, False), (False, False, True, True))",0.775 volt,0.455 volt,India OBD II (IOBD II),50.0 second,10000000000001011010000000000001,0.0 kilometer,0.0 percent,255.0 count,52041.0 kilometer,100 kilopascal,01101010110100000000000000000000,13.688 volt,15.294117647058822 percent,5.098039215686274 percent,15.294117647058824 percent,14.901960784313726 percent,7.450980392156863 percent,6.666666666666667 percent
1725718235.7213876,<obd.OBDResponse.Status object at 0x7ff0b4bdb150>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725863145.6853046,,,0.0 percent,83 degree_Celsius,,,115 kilopascal,620.0 revolutions_per_minute,4.0 kilometer_per_hour,,28 degree_Celsius,100.0 percent,,,,EOBD (Europe),140.0 second,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725863970.1242728
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725863970.1539378
,,,0.0 percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725863970.1571126
,,,,83 degree_Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725863970.15965
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725863970.1623778
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725863970.1642776
,,,,,,,115 kilopascal,,,,,,,,,,,,,,,,,,,,,,,,,,1725863970.1658535
,,,,,,,,640.0 revolutions_per_minute,,,,,,,,,,,,,,,,,,,,,,,,,1725863970.16747
,,,,,,,,,8.0 kilometer_per_hour,,,,,,,,,,,,,,,,,,,,,,,,1725863970.1689057
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725863970.1704307
,,,,,,,,,,,28 degree_Celsius,,,,,,,,,,,,,,,,,,,,,,1725863970.1717432
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725863970.1729932
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725864495.7602441
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725864495.7687926
,,,0.0 percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725864495.7768297
,,,,83 degree_Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725864495.7839792
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725864495.7912984
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725864495.7975495
,,,,,,,115 kilopascal,,,,,,,,,,,,,,,,,,,,,,,,,,1725864495.8025186
,,,,,,,,660.0 revolutions_per_minute,,,,,,,,,,,,,,,,,,,,,,,,,1725864495.8059058
,,,,,,,,,12.0 kilometer_per_hour,,,,,,,,,,,,,,,,,,,,,,,,1725864495.809485
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725864495.8131866
,,,,,,,,,,,28 degree_Celsius,,,,,,,,,,,,,,,,,,,,,,1725864495.8159318
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725864495.818356
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725865016.444567
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725865016.4512913
,,,0.0 percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725865016.458441
,,,,83 degree_Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725865016.4641435
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725865016.4678717
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725865016.4711895
,,,,,,,115 kilopascal,,,,,,,,,,,,,,,,,,,,,,,,,,1725865016.4739156
,,,,,,,,680.0 revolutions_per_minute,,,,,,,,,,,,,,,,,,,,,,,,,1725865016.476592
,,,,,,,,,16.0 kilometer_per_hour,,,,,,,,,,,,,,,,,,,,,,,,1725865016.478808
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725865016.4807549
,,,,,,,,,,,28 degree_Celsius,,,,,,,,,,,,,,,,,,,,,,1725865016.4823987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725865016.4840734
